"year","game_date","avg_release_speed"
"2021",2021-07-16,86.7641986432054
"2021",2021-07-17,86.5179775280899
"2021",2021-07-18,86.7928201012471
"2021",2021-07-19,87.0676626744043
"2021",2021-07-20,87.3425052475614
"2021",2021-07-21,87.6173478207186
"2021",2021-07-22,87.8921903938758
"2021",2021-07-23,88.167032967033
"2021",2021-07-24,88.1289228213647
"2021",2021-07-25,88.0908126756964
"2021",2021-07-26,88.0527025300281
"2021",2021-07-27,88.0145923843599
"2021",2021-07-28,87.9764822386916
"2021",2021-07-29,87.9383720930233
"2021",2021-07-30,88.0261815453864
"2021",2021-07-31,88.1139909977495
"2021",2021-08-01,88.2018004501125
"2021",2021-08-02,88.2896099024756
"2021",2021-08-03,88.3774193548387
"2021",2021-08-04,88.0657590132827
"2021",2021-08-05,87.7540986717267
"2021",2021-08-06,87.4424383301708
"2021",2021-08-07,87.1307779886148
"2021",2021-08-08,86.8191176470588
"2021",2021-08-09,86.842048211037
"2021",2021-08-10,86.8649787750151
"2021",2021-08-11,86.8879093389933
"2021",2021-08-12,86.9108399029715
"2021",2021-08-13,86.9337704669496
"2021",2021-08-14,86.9567010309278
"2021",2021-08-15,87.5782291199761
"2021",2021-08-16,88.1997572090243
"2021",2021-08-17,88.8212852980726
"2021",2021-08-18,89.4428133871209
"2021",2021-08-19,90.0643414761691
"2021",2021-08-20,90.6858695652174
"2021",2021-08-21,90.2954085457272
"2021",2021-08-22,89.9049475262369
"2021",2021-08-23,89.5144865067466
"2021",2021-08-24,89.1240254872564
"2021",2021-08-25,88.7335644677661
"2021",2021-08-26,88.3431034482759
"2021",2021-08-27,88.4686763070078
"2021",2021-08-28,88.5942491657397
"2021",2021-08-29,88.7198220244717
"2021",2021-08-30,88.8453948832036
"2021",2021-08-31,88.9709677419355
"2021",2021-09-01,88.8610403697416
"2021",2021-09-02,88.7511129975476
"2021",2021-09-03,88.6411856253537
"2021",2021-09-04,88.5312582531598
"2021",2021-09-05,88.4213308809658
"2021",2021-09-06,88.3114035087719
"2021",2021-09-07,88.3476217358578
"2021",2021-09-08,88.3838399629436
"2021",2021-09-09,88.4200581900295
"2021",2021-09-10,88.4562764171154
"2021",2021-09-11,88.4924946442012
"2021",2021-09-12,88.5287128712871
"2021",2021-09-13,88.6208622586396
"2021",2021-09-14,88.7130116459922
"2021",2021-09-15,88.8051610333447
"2021",2021-09-16,88.8973104206972
"2021",2021-09-17,88.9894598080498
"2021",2021-09-18,89.0816091954023
"2021",2021-09-19,88.7400348310693
"2021",2021-09-20,88.3984604667363
"2021",2021-09-21,88.0568861024034
"2021",2021-09-22,87.7153117380704
"2021",2021-09-23,87.3737373737374
"2021",2021-09-24,87.2538413841384
"2021",2021-09-25,87.1339453945395
"2021",2021-09-26,87.0140494049405
"2021",2021-09-27,86.8941534153416
"2021",2021-09-28,86.7742574257426
